Eastern Central US  (309,1332)  (364,1318)  (423,1327)  (308,1389)  (363,1375)  (418,1396)  (405,1457)  (345,1447)  (290,1451)  (239,1503)  (313,1510)  (259,1566)  (258,1628)  | overflowToLeft=false
Southeastern US  (307,1820)  (259,1864)  (308,1867)  (358,1863)  (358,1811)  (396,1758)  (426,1709)  (375,1708)  (323,1707)  (341,1756)  (289,1765)  (265,1716)  (215,1717)  (235,1765)  (254,1816)  (197,1816)  (199,1865)  (176,1914)  (228,1917)  | overflowToLeft=false
Southern Yugoslavia  (3406,1496)  (3465,1487)  (3389,1553)  (3447,1553)  (3523,1523)  (3498,1575)  (3447,1607)  (3501,1627)  (3549,1574)  (3552,1620)  | overflowToLeft=false
11 Sea Zone  (1243,2614)  (1197,2659)  (1197,2613)  (1288,2660)  (1243,2568)  (1289,2568)  (1289,2614)  (1195,2567)  (1242,2705)  (1196,2705)  (1334,2660)  (1334,2706)  (1288,2706)  (1241,2522)  (1287,2522)  (1333,2522)  (1335,2568)  (1335,2614)  (1149,2536)  (1195,2521)  (1118,2490)  (1242,2751)  (1196,2751)  (1335,2752)  (1289,2752)  (1241,2476)  (1287,2476)  (1333,2476)  (1103,2536)  (1164,2475)  (1072,2490)  (1072,2444)  (1118,2444)  (1243,2797)  (1197,2797)  (1335,2798)  (1289,2798)  (1210,2430)  (1256,2430)  (1302,2430)  (1057,2536)  (1164,2429)  (1243,2843)  (1197,2843)  (1335,2844)  (1289,2844)  (1243,2889)  (1197,2889)  (1335,2890)  (1289,2890)  (1243,2935)  (1197,2935)  (1335,2936)  (1289,2936)  | overflowToLeft=false
17 Sea Zone  (1842,877)  (1796,922)  (1796,876)  (1887,923)  (1842,831)  (1888,831)  (1888,877)  (1794,830)  (1841,968)  (1795,968)  (1933,923)  (1933,969)  (1887,969)  (1840,785)  (1886,785)  (1932,785)  (1758,784)  (1841,1014)  (1795,1014)  (1933,1015)  (1887,1015)  (1804,739)  (1850,739)  (1896,739)  (1758,738)  (1841,1060)  (1795,1060)  (1933,1061)  (1887,1061)  | overflowToLeft=false
Rhodesia  (3963,3939)  (4017,3942)  (3957,3999)  (3952,4061)  (4021,3995)  (4011,4047)  (4072,4055)  (4071,3968)  (3892,4038)  (3831,4041)  (3765,4035)  (3636,4083)  (3690,4089)  (3754,4099)  (3833,4104)  (3667,4165)  (3718,4168)  (3777,4164)  (3838,4180)  (3786,4237)  (3852,4245)  (3867,4321)  (3909,4256)  | overflowToLeft=false
58 Sea Zone  (835,2683)  (789,2728)  (789,2682)  (880,2729)  (835,2637)  (881,2637)  (881,2683)  (787,2636)  (834,2774)  (743,2703)  (926,2729)  (926,2775)  (880,2775)  (833,2591)  (879,2591)  (925,2591)  (927,2637)  (927,2683)  (741,2657)  (741,2611)  (787,2590)  (971,2582)  (972,2729)  (972,2775)  (972,2821)  (926,2821)  (880,2821)  (973,2628)  (973,2674)  (695,2663)  (695,2617)  (1017,2582)  (1018,2720)  (1018,2766)  (1018,2812)  (1018,2858)  (1019,2628)  (1019,2674)  (1055,2904)  (1063,2582)  (1064,2720)  (1064,2766)  (1064,2812)  (1064,2858)  (1065,2628)  (1065,2674)  (1101,2904)  (1101,2950)  (1055,2950)  (1109,2582)  (1110,2720)  (1110,2766)  (1110,2812)  (1110,2858)  (1111,2628)  (1111,2674)  (1112,2996)  (1066,2996)  (1112,3042)  | overflowToLeft=false
Trans Jordan  (4196,2224)  (4250,2230)  (4302,2203)  (4184,2278)  (4236,2282)  (4196,2332)  (4246,2329)  | overflowToLeft=false
Ontario  (311,888)  (265,933)  (265,887)  (356,934)  (311,842)  (357,842)  (357,888)  (263,841)  (310,979)  (264,979)  (219,912)  (402,953)  (356,980)  (309,796)  (355,796)  (401,796)  (403,842)  (403,888)  (217,866)  (217,820)  (263,795)  (421,999)  (196,774)  (309,750)  (355,750)  (401,750)  (171,866)  (171,820)  (242,749)  (467,1002)  (470,1048)  (150,774)  (150,728)  (196,728)  (288,704)  (334,704)  (380,704)  (125,862)  (242,703)  (516,1004)  (516,1050)  (470,1094)  (104,816)  (104,770)  (104,724)  (150,682)  (196,682)  (518,1096)  (100,678)  (288,658)  (334,658)  (79,862)  (242,657)  (562,1016)  (58,816)  (58,770)  (58,724)  (146,636)  (192,636)  (564,1062)  (54,678)  (71,632)  (395,1152)  (45,918)  (288,612)  (334,612)  (238,611)  (608,1015)  (119,590)  (165,590)  (380,589)  (610,1061)  (366,1198)  (211,565)  (257,565)  | overflowToLeft=false
New Hebrides  (9171,3958)  (9228,3949)  (9215,4010)  | overflowToLeft=false
British Somaliland  (4579,3232)  (4628,3223)  (4677,3216)  (4729,3207)  (4695,3265)  | overflowToLeft=false
Saigon  (6831,2928)  (6881,2934)  (6934,2940)  (6993,2937)  (6827,2985)  (6880,2994)  (6935,2997)  (6985,2996)  (7037,2996)  (6880,3047)  (6934,3048)  | overflowToLeft=false
Northern Germany  (2975,990)  (3020,989)  (2929,989)  (2917,1033)  (2962,1034)  (3009,1035)  (3041,941)  (3002,896)  (2993,942)  (2941,941)  | overflowToLeft=true
52 Sea Zone  (3749,2011)  (3703,2056)  (3703,2010)  (3794,2057)  (3767,1965)  (3795,2011)  (3813,1961)  (3657,2069)  (3840,2057)  (3760,1919)  (3841,2007)  (3702,1877)  (3611,2069)  (3886,2053)  (3748,1873)  (3887,1973)  (3666,1831)  (3712,1827)  (3697,1781)  | overflowToLeft=false
Exiled Allies  (2435,905)  (2480,862)  (2478,906)  (2436,948)  (2434,859)  (2391,933)  (2390,883)  | overflowToLeft=true
Eastern Karelia  (4097,472)  (4097,422)  (4146,389)  (4146,442)  (4147,494)  (4093,522)  (4044,523)  (3996,568)  (3993,517)  (4046,471)  (4047,422)  (4196,411)  (4196,463)  (4249,474)  | overflowToLeft=false
Malta  (3281,2152)  (3233,2133)  | overflowToLeft=true
Wake Island  (8641,2196)  | overflowToLeft=false
27 Sea Zone  (3304,823)  (3349,823)  (3394,823)  (3254,823)  (3207,823)  (3241,867)  (3192,868)  (3303,772)  (3349,772)  (3392,775)  (3440,803)  (3439,758)  (3325,724)  (3374,725)  (3421,714)  | overflowToLeft=false
Ireland  (2074,842)  (2077,797)  (2126,783)  (2123,833)  (2124,880)  (2073,893)  (2012,923)  (2025,871)  (2024,824)  | overflowToLeft=false
42 Sea Zone  (2161,2091)  (2208,2092)  (2256,2090)  (2302,2091)  (2207,2141)  (2254,2141)  (2160,2140)  (2301,2141)  (2207,2192)  (2254,2191)  (2159,2194)  (2348,2082)  (2230,2045)  (2175,2043)  (2119,2043)  (2111,2091)  (2111,2140)  (2110,2205)  | overflowToLeft=true
Lithuania  (3580,796)  (3624,796)  (3535,796)  (3585,841)  (3602,751)  (3554,751)  (3628,842)  (3672,827)  (3651,886)  (3604,887)  (3520,706)  (3503,751)  | overflowToLeft=true
111 Sea Zone  (9400,1499)  (9354,1544)  (9354,1498)  (9445,1545)  (9400,1453)  (9446,1453)  (9446,1499)  (9352,1452)  (9399,1590)  (9353,1590)  (9308,1544)  (9308,1498)  (9491,1545)  (9491,1591)  (9445,1591)  (9398,1407)  (9444,1407)  (9490,1407)  (9492,1453)  (9492,1499)  (9308,1406)  (9399,1636)  (9353,1636)  (9533,1637)  (9487,1637)  (9354,1361)  (9400,1361)  (9446,1361)  (9492,1361)  (9308,1360)  (9441,1682)  (9395,1682)  (9349,1682)  (9533,1683)  (9487,1683)  (9354,1315)  (9400,1315)  (9446,1315)  (9492,1315)  (9308,1314)  (9441,1728)  (9395,1728)  (9349,1728)  (9533,1729)  (9487,1729)  (9354,1269)  (9400,1269)  (9446,1269)  (9492,1269)  (9308,1268)  | overflowToLeft=false
80 Sea Zone  (4919,4163)  (4873,4208)  (4873,4162)  (4964,4209)  (4919,4117)  (4965,4117)  (4965,4163)  (4871,4116)  (4918,4254)  (4872,4254)  (4827,4208)  (4827,4162)  (5010,4209)  (5010,4255)  (4964,4255)  (4826,4255)  (4917,4071)  (4963,4071)  (5009,4071)  (5011,4117)  (5011,4163)  (4825,4076)  (4871,4070)  (4819,4030)  (5055,4027)  (4918,4300)  (4872,4300)  (5056,4209)  (5056,4255)  (5056,4301)  (5010,4301)  (4964,4301)  (4826,4301)  (4780,4301)  (4917,4025)  (4963,4025)  (5009,4025)  (5057,4073)  (5057,4119)  (4865,4024)  (4797,3984)  (5055,3981)  (5101,3981)  (5101,4027)  (4918,4346)  (4872,4346)  (5102,4165)  (5102,4211)  (5102,4257)  (5102,4303)  (5056,4347)  (5010,4347)  (4964,4347)  (4826,4347)  (4780,4347)  (4911,3979)  (4957,3979)  (5003,3979)  (5103,4073)  (5103,4119)  (4843,3978)  (5104,4349)  (4734,4372)  (4797,3938)  (5049,3935)  (5095,3935)  (5141,3935)  (5147,3981)  (5147,4027)  (5148,4165)  (5148,4211)  (5148,4257)  (5148,4303)  (4889,3933)  (4935,3933)  (4981,3933)  (5149,4073)  (5149,4119)  (4843,3932)  (5150,4349)  | overflowToLeft=false
Florida Peninsula  (409,2017)  (454,2063)  (380,1971)  (334,1949)  (480,2109)  (380,1925)  (426,1969)  (404,2069)  | overflowToLeft=false
Northern Saudi Arabia  (4346,2460)  (4278,2498)  (4326,2568)  (4373,2639)  (4428,2714)  (4495,2656)  (4435,2620)  (4404,2540)  (4414,2461)  (4488,2456)  (4232,2429)  (4289,2397)  (4341,2359)  (4359,2284)  (4422,2306)  (4407,2389)  (4509,2382)  (4483,2539)  (4511,2595)  (4573,2611)  (4557,2536)  (4555,2475)  (4628,2444)  (4625,2517)  (4633,2582)  (4694,2560)  (4692,2483)  (4764,2554)  | overflowToLeft=false
Eastern Brazil  (1228,3327)  (1219,3272)  (1278,3272)  (1291,3333)  (1299,3401)  (1247,3407)  (1183,3409)  (1170,3352)  (1157,3286)  (1142,3226)  (1202,3205)  (1252,3214)  (1136,3171)  (1340,3278)  (1347,3339)  (1278,3468)  (1132,3450)  (1396,3313)  | overflowToLeft=false
152 Sea Zone  (8806,3832)  (8760,3877)  (8760,3831)  (8851,3878)  (8806,3786)  (8852,3786)  (8852,3832)  (8758,3785)  (8805,3923)  (8759,3923)  (8714,3877)  (8714,3831)  (8897,3878)  (8897,3924)  (8851,3924)  (8713,3924)  (8804,3740)  (8850,3740)  (8896,3740)  (8898,3786)  (8898,3832)  (8712,3785)  (8712,3739)  (8758,3739)  (8942,3715)  (8805,3969)  (8668,3878)  (8668,3832)  (8943,3878)  (8943,3924)  (8943,3970)  (8897,3970)  (8851,3970)  (8944,3761)  (8944,3807)  (8666,3786)  (8666,3740)  (8988,3715)  (8622,3877)  (8989,3853)  (8989,3899)  (8989,3945)  (8989,3991)  (8943,4016)  (8897,4016)  (8851,4016)  (8990,3761)  (8990,3807)  (8620,3831)  (8620,3785)  (8620,3739)  (9010,4037)  (8574,3814)  (8574,3768)  (8574,3722)  (8528,3774)  (8528,3728)  (8482,3735)  | overflowToLeft=false
Southern Spain  (2362,1892)  (2411,1886)  (2420,1932)  (2468,1889)  (2492,1939)  (2519,1862)  (2311,1919)  (2311,1870)  (2289,1815)  (2280,1768)  (2260,1866)  (2261,1923)  | overflowToLeft=false
French Central Africa  (2710,3083)  (2771,3050)  (2846,3032)  (2848,2949)  (2922,2885)  (2925,2949)  (2934,3032)  (3019,3053)  (3001,2962)  (3000,2881)  (3042,2804)  (3116,2771)  (3203,2750)  (3082,2871)  (3152,2835)  (3233,2814)  (3103,2958)  (3170,2915)  (3254,2885)  (3125,3047)  (3200,2993)  | overflowToLeft=false
14 Sea Zone  (3958,59)  (3912,104)  (3912,58)  (4003,105)  (3958,13)  (4004,13)  (4004,59)  (3910,12)  (3866,125)  (3866,79)  (4049,105)  (4049,151)  (4050,0)  (4050,46)  (3864,33)  (4095,92)  (4095,138)  (4096,0)  (4096,46)  (4122,184)  (4135,230)  (4141,92)  (4141,138)  (4142,0)  (4142,46)  (4168,184)  (4145,276)  (4181,230)  (3966,288)  (4187,92)  (4187,138)  (4188,0)  (4188,46)  (4014,295)  (4099,303)  (4019,341)  | overflowToLeft=false
Norway  (3067,436)  (3021,438)  (3021,482)  (3067,482)  (3065,528)  (3019,527)  (3009,571)  (3091,572)  (3111,502)  (2976,470)  (2973,519)  (2929,479)  (2927,552)  (2964,602)  (2915,596)  | overflowToLeft=true
Italian Somaliland  (4479,3569)  (4477,3514)  (4503,3459)  (4530,3508)  (4557,3442)  (4611,3463)  (4660,3409)  (4714,3369)  (4742,3312)  (4771,3262)  (4806,3197)  | overflowToLeft=false
Luzon  (7461,2620)  (7448,2664)  (7495,2670)  (7440,2709)  (7485,2713)  (7454,2765)  (7496,2786)  (7509,2622)  | overflowToLeft=false
55 Sea Zone  (3946,1545)  (3900,1590)  (3900,1544)  (3991,1591)  (3946,1499)  (3992,1499)  (3992,1545)  (3945,1636)  (3899,1636)  (3853,1637)  (3917,1453)  (3963,1453)  (4009,1453)  (4038,1499)  (4038,1545)  (3880,1683)  (3965,1407)  | overflowToLeft=false
Los Angeles  (9868,1624)  (9865,1674)  (9868,1724)  (9917,1721)  (9915,1669)  (9918,1618)  (9923,1571)  (9921,1521)  (9868,1520)  (9869,1572)  (9816,1521)  (9817,1573)  (9815,1622)  (9814,1672)  (9765,1549)  (9765,1599)  | overflowToLeft=false
Southern Thailand  (6648,2972)  (6629,3026)  (6621,3070)  (6666,3069)  (6689,3114)  | overflowToLeft=false
Greenland  (1549,144)  (1614,153)  (1544,208)  (1520,268)  (1578,265)  (2008,15)  (2073,16)  (2142,10)  | overflowToLeft=false
Paris  (2719,1229)  (2674,1279)  (2724,1278)  (2636,1328)  (2686,1328)  (2736,1327)  (2659,1377)  (2708,1377)  (2759,1377)  | overflowToLeft=false
38 Sea Zone  (908,1899)  (862,1944)  (862,1898)  (953,1945)  (908,1853)  (954,1853)  (954,1899)  (860,1852)  (907,1990)  (861,1990)  (816,1944)  (816,1898)  (999,1945)  (999,1991)  (953,1991)  (815,1991)  (906,1807)  (952,1807)  (998,1807)  (1000,1853)  (1000,1899)  (814,1852)  (814,1806)  (860,1806)  (1044,1763)  (907,2036)  (861,2036)  (1045,1945)  (1045,1991)  (1045,2037)  (999,2037)  (953,2037)  (815,2037)  (906,1761)  (952,1761)  (998,1761)  (1046,1809)  (1046,1855)  (783,1760)  (829,1760)  (1044,1717)  (1090,1717)  (1090,1763)  (907,2082)  (861,2082)  (1091,1901)  (1091,1947)  (1091,1993)  (1035,2083)  (989,2083)  (815,2083)  (875,1715)  (921,1715)  (967,1715)  (1092,1809)  (1092,1855)  (783,1714)  (829,1714)  (1013,1671)  (1059,1671)  (1105,1671)  (1136,1717)  (1136,1763)  (943,2128)  (897,2128)  (1137,1901)  (1137,1947)  (994,2129)  (851,2129)  (805,2129)  (875,1669)  (921,1669)  (967,1669)  (783,1668)  (829,1668)  (1013,1625)  (1059,1625)  (1105,1625)  (875,1623)  (921,1623)  (967,1623)  (784,1622)  | overflowToLeft=false
99 Sea Zone  (8088,1810)  (8136,1808)  (8187,1809)  (8092,1857)  (8037,1859)  (8142,1858)  (8189,1859)  (8143,1910)  (8091,1908)  (8038,1906)  (7987,1907)  (7934,1908)  (7981,1857)  (8193,1908)  (8091,1955)  (8035,1961)  (7985,1959)  (7938,1959)  (7879,1959)  (8144,1959)  (8182,1759)  (8192,1582)  (8191,1521)  (8185,1466)  (8193,1412)  (8139,1391)  (8187,1347)  (8193,1299)  (8192,1243)  (8160,1188)  (8193,1957)  | overflowToLeft=false
Eastern France  (2812,1183)  (2761,1195)  (2811,1232)  (2861,1232)  (2799,1281)  (2849,1281)  (2899,1281)  (2811,1331)  (2861,1331)  | overflowToLeft=false
Eastern Manchuria  (7474,1238)  (7428,1283)  (7428,1237)  (7519,1284)  (7474,1192)  (7520,1180)  (7473,1329)  (7427,1329)  (7446,1146)  (7566,1146)  (7492,1134)  (7427,1375)  (7538,1100)  (7523,1229)  (7571,1288)  (7525,1334)  | overflowToLeft=false
Southern US  (13,1701)  (78,1707)  (120,1765)  (65,1765)  (12,1764)  (9,1821)  (69,1820)  (126,1825)  (117,1885)  (61,1882)  (9,1887)  (4,1952)  (57,1933)  | overflowToLeft=false
151 Sea Zone  (8134,3777)  (8088,3822)  (8088,3776)  (8140,3823)  (8134,3731)  (8180,3731)  (8180,3777)  (8086,3730)  (8080,3868)  (8042,3822)  (8042,3776)  (8226,3715)  (8226,3761)  (8040,3730)  (7998,3868)  (7996,3822)  (7996,3776)  (8272,3715)  (8272,3761)  (7994,3730)  (8292,3861)  (7962,3914)  (8306,3807)  (7952,3868)  (7950,3822)  (7950,3776)  (8318,3715)  (8318,3761)  (7948,3730)  (7938,3969)  (8338,3853)  (7916,3923)  (8352,3807)  (8364,3716)  (8384,3853)  | overflowToLeft=false
Pskov  (3829,722)  (3779,727)  (3778,680)  (3829,673)  (3879,688)  (3883,737)  (3830,774)  (3934,738)  (3884,787)  (3936,786)  (3909,838)  | overflowToLeft=false
Marshall Islands  (8889,2820)  | overflowToLeft=false
Argentina Paraguay  (816,3743)  (788,3802)  (852,3801)  (730,3825)  (674,3851)  (669,3904)  (738,3890)  (793,3864)  (859,3864)  (917,3854)  (925,3915)  (858,3932)  (801,3932)  (742,3955)  (685,3972)  | overflowToLeft=false
Panama  (220,2703)  (165,2652)  (215,2652)  (244,2782)  (179,2602)  | overflowToLeft=false
Kamchatka  (8115,664)  (8164,664)  (8215,664)  (8138,715)  (8189,715)  (8239,714)  (8163,766)  (8213,766)  (8264,766)  (8213,814)  (8186,611)  (8133,611)  (8173,560)  (8184,509)  (8177,458)  (8228,458)  (8278,458)  (8329,458)  (8380,458)  (8178,405)  | overflowToLeft=false
115 Sea Zone  (9198,1942)  (9152,1971)  (9152,1925)  (9243,1988)  (9198,1896)  (9244,1896)  (9244,1942)  (9134,1879)  (9109,2030)  (9106,1984)  (9106,1938)  (9289,1988)  (9289,2034)  (9180,1850)  (9226,1850)  (9272,1850)  (9290,1896)  (9290,1942)  (9088,1892)  (9088,1846)  (9134,1833)  (9169,2058)  (9318,1822)  (9123,2076)  (9077,2076)  (9063,2030)  (9060,1984)  (9060,1938)  (9335,1988)  (9335,2034)  (9335,2080)  (9336,1868)  (9336,1914)  (9215,2103)  (9169,2104)  (9364,1812)  (9289,2112)  (9123,2122)  (9077,2122)  (9379,2126)  (9234,2149)  (9188,2150)  (9333,2158)  (9287,2158)  (9142,2168)  (9096,2168)  (9379,2172)  (9234,2195)  (9188,2196)  | overflowToLeft=false
13 Sea Zone  (3475,26)  (3429,71)  (3429,25)  (3521,0)  (3521,46)  (3383,94)  (3383,48)  (3383,2)  (3567,0)  (3567,46)  (3337,98)  (3337,52)  (3337,6)  (3613,0)  (3613,46)  (3291,129)  (3291,83)  (3291,37)  (3659,0)  (3659,46)  (3245,144)  (3245,98)  (3245,52)  (3245,6)  (3705,0)  (3705,46)  (3732,92)  (3199,146)  (3199,100)  (3199,54)  (3199,8)  (3751,0)  (3751,46)  (3153,165)  (3153,119)  (3153,73)  (3153,27)  | overflowToLeft=false
Argentina  (693,4048)  (754,4048)  (819,4054)  (881,4056)  (717,4114)  (780,4117)  (846,4125)  (925,4154)  (746,4180)  (822,4189)  (882,4207)  (759,4248)  (820,4253)  (762,4311)  (793,4372)  | overflowToLeft=false
143 Sea Zone  (9132,3475)  (9061,3465)  (9248,3551)  (9297,3553)  (9347,3554)  (9348,3502)  (9263,3602)  (9319,3603)  (9378,3606)  (9345,3452)  (9396,3502)  (9395,3452)  (9401,3551)  (9296,3440)  (9244,3426)  (9219,3378)  (9268,3377)  (9318,3385)  (9371,3397)  (9428,3400)  (9427,3344)  (9379,3344)  (9318,3332)  (9268,3327)  (9215,3326)  (9167,3306)  (9112,3303)  (9374,3291)  (9425,3290)  (9060,3306)  (9008,3303)  (8940,3297)  (9269,3658)  (9128,3653)  (9081,3653)  (9047,3600)  (9017,3650)  (8983,3593)  (8961,3652)  (8912,3647)  (8911,3585)  (8923,3516)  (8916,3463)  (9328,3655)  (9451,3453)  (9450,3506)  (9450,3554)  (9427,3604)  (9387,3650)  (9439,3654)  | overflowToLeft=false
Sinai  (4097,2326)  (4141,2326)  (4112,2370)  (4155,2371)  (4143,2415)  | overflowToLeft=false
Lake Baikal  (6596,599)  (6649,583)  (6702,570)  (6581,653)  (6584,709)  (6586,766)  (6600,828)  | overflowToLeft=false
Eastern Germany  (3093,927)  (3143,926)  (3193,926)  (3243,926)  (3293,926)  (3217,976)  (3268,976)  (3238,1025)  (3288,1025)  (3228,1076)  (3278,1076)  (3328,1076)  (3302,1125)  | overflowToLeft=false
British Columbia  (9802,810)  (9756,829)  (9756,783)  (9847,856)  (9802,764)  (9848,796)  (9728,737)  (9893,842)  (9893,888)  (9847,902)  (9774,718)  (9724,691)  (9905,934)  (9939,874)  (9770,672)  (9724,645)  (9683,599)  (9729,599)  (9677,553)  (9723,553)  | overflowToLeft=false
94 Sea Zone  (7209,2992)  (7163,3037)  (7163,2991)  (7254,3038)  (7209,2946)  (7255,2946)  (7255,2992)  (7161,2945)  (7208,3083)  (7162,3083)  (7117,3037)  (7117,2991)  (7300,3038)  (7300,3084)  (7254,3084)  (7116,3084)  (7207,2900)  (7253,2900)  (7299,2900)  (7301,2946)  (7301,2992)  (7115,2945)  (7115,2899)  (7161,2899)  (7208,3129)  (7162,3129)  (7272,3130)  (7116,3130)  (7207,2854)  (7253,2854)  (7299,2854)  (7085,2853)  (7131,2853)  (7221,3175)  (7175,3175)  (7129,3176)  (7192,3221)  (7146,3222)  (7100,3222)  | overflowToLeft=false
Congo  (3614,3217)  (3562,3269)  (3620,3274)  (3495,3283)  (3332,3338)  (3387,3328)  (3440,3315)  (3320,3403)  (3375,3397)  (3428,3381)  (3503,3347)  (3566,3329)  (3578,3380)  (3635,3334)  (3691,3310)  (3694,3362)  (3747,3350)  | overflowToLeft=false
Astrakhan  (4534,1394)  (4579,1393)  (4518,1437)  (4563,1438)  (4571,1347)  (4525,1347)  (4617,1326)  (4554,1303)  (4599,1274)  (4530,1481)  (4577,1483)  (4543,1525)  (4589,1530)  | overflowToLeft=false
46 Sea Zone  (3118,1849)  (3165,1850)  (3210,1850)  (3256,1849)  (3071,1849)  (3163,1802)  (3115,1801)  (3068,1799)  (3209,1802)  (3116,1896)  (3067,1900)  | overflowToLeft=true
Irkutsk  (6402,612)  (6480,613)  (6300,684)  (6388,684)  (6471,683)  (6507,756)  (6414,777)  (6344,755)  (6267,752)  (6189,779)  (6129,861)  (6202,855)  (6287,828)  (6367,840)  (6454,847)  (6520,836)  (6482,913)  (6399,909)  (6323,906)  (6259,912)  (6342,972)  (6442,970)  | overflowToLeft=false
148 Sea Zone  (7158,3879)  (7112,3924)  (7112,3878)  (7203,3925)  (7204,3860)  (7066,3960)  (7066,3914)  (7249,3906)  (7249,3952)  (7273,3764)  (7038,3760)  (7084,3754)  (7183,3753)  (7130,3749)  (7020,3960)  (7020,3914)  (7295,3866)  (7295,3912)  (7295,3958)  (7007,3868)  (7229,3718)  (7275,3718)  (7319,3764)  (7321,3716)  (6992,3763)  (6992,3717)  (6974,3960)  (6974,3914)  (7341,3878)  (7341,3924)  (6961,3868)  (7365,3762)  (7367,3715)  (6946,3764)  (6946,3718)  (6928,3960)  (6928,3914)  (7387,3883)  (7387,3929)  (6915,3868)  (7411,3761)  (7413,3715)  (6900,3784)  (6900,3738)  (6882,3960)  (6882,3914)  | overflowToLeft=false
Sumatra  (6683,3513)  (6732,3513)  (6682,3562)  (6733,3561)  (6729,3609)  (6679,3463)  (6633,3462)  (6633,3413)  (6587,3432)  (6585,3381)  (6781,3561)  (6777,3608)  (6828,3609)  (6760,3653)  (6807,3654)  (6805,3699)  (6539,3362)  (6495,3320)  (6454,3275)  | overflowToLeft=true
London  (2585,954)  (2634,955)  (2584,906)  (2630,907)  (2538,904)  (2668,1008)  (2617,1001)  (2570,1006)  (2517,1007)  (2680,908)  (2577,860)  (2532,952)  | overflowToLeft=true
Southern Caucasus  (4420,1544)  (4441,1589)  (4486,1614)  (4487,1569)  (4531,1577)  (4531,1623)  (4531,1666)  (4576,1586)  (4577,1631)  (4624,1631)  (4580,1676)  (4625,1677)  (4558,1721)  (4605,1722)  (4596,1765)  (4623,1582)  (4668,1636)  (4669,1680)  (4692,1724)  | overflowToLeft=false
41 Sea Zone  (1983,1834)  (1937,1879)  (1937,1833)  (2028,1880)  (1983,1788)  (2029,1788)  (2029,1834)  (1935,1787)  (1982,1925)  (1936,1925)  (2074,1880)  (2074,1926)  (2028,1926)  (1981,1742)  (2027,1742)  (2073,1742)  (2075,1788)  (2075,1834)  (1898,1741)  (2119,1698)  (1982,1971)  (1936,1971)  (2120,1886)  (2120,1932)  (2074,1972)  (2028,1972)  (1944,1696)  (1990,1696)  (2036,1696)  (2121,1744)  (2121,1790)  (1898,1695)  (2126,1978)  (2082,1652)  (2128,1652)  (1982,2017)  (1936,2017)  (2049,2018)  (1944,1650)  (1990,1650)  (2036,1650)  (1898,1649)  (2003,2063)  (1957,2063)  (1911,2063)  (2049,2064)  | overflowToLeft=false
Western Anglo Egyptian Sudan  (3764,3043)  (3762,2989)  (3816,2990)  (3817,3042)  (3820,3095)  (3764,3096)  (3702,3093)  (3706,3040)  (3707,2981)  (3710,2928)  (3766,2930)  (3811,2880)  (3826,2933)  (3746,2876)  (3871,2990)  (3872,3045)  (3871,3103)  (3774,3153)  (3716,3149)  (3749,3206)  (3693,3205)  (3659,3143)  (3646,3091)  (3650,3036)  (3822,3147)  (3926,3063)  | overflowToLeft=false
Southern Brazil  (1068,3854)  (1048,3801)  (1022,3737)  (997,3800)  (1103,3799)  (1119,3852)  (1053,3911)  (1013,3964)  (976,4015)  (964,4074)  (1031,4018)  (1017,4070)  | overflowToLeft=false
New Brunswick  (959,952)  (913,997)  (913,951)  (1004,998)  (1005,943)  (959,998)  (1055,994)  (941,1046)  | overflowToLeft=false
156 Sea Zone  (9714,1750)  (9668,1795)  (9668,1749)  (9759,1796)  (9714,1704)  (9760,1706)  (9666,1703)  (9713,1841)  (9667,1841)  (9622,1795)  (9622,1749)  (9805,1752)  (9805,1798)  (9759,1842)  (9712,1658)  (9620,1703)  (9620,1657)  (9666,1657)  (9807,1844)  (9713,1887)  (9761,1888)  (9712,1612)  (9579,1611)  (9625,1611)  (9853,1853)  (9807,1890)  (9862,1899)  (9761,1934)  (9671,1566)  (9717,1566)  (9579,1565)  (9625,1565)  (9816,1936)  (9889,1945)  (9770,1980)  (9671,1520)  (9579,1519)  (9625,1519)  | overflowToLeft=false
Volgarod  (4440,815)  (4485,816)  (4531,816)  (4391,815)  (4345,815)  (4399,861)  (4445,860)  (4489,862)  (4481,768)  (4435,769)  (4388,769)  (4343,769)  (4534,860)  (4439,908)  (4485,908)  (4530,907)  (4453,952)  (4528,767)  (4522,724)  (4476,723)  (4431,723)  (4385,722)  (4338,720)  (4499,952)  (4578,906)  | overflowToLeft=false
Carribean Islands  (577,2389)  (526,2345)  (475,2320)  (424,2296)  (532,2477)  (706,2457)  (756,2457)  (806,2457)  | overflowToLeft=false
110 Sea Zone  (8846,1536)  (8800,1581)  (8800,1535)  (8891,1582)  (8846,1490)  (8892,1490)  (8892,1536)  (8798,1489)  (8845,1627)  (8799,1627)  (8926,1628)  (8844,1444)  (8890,1444)  (8764,1443)  (8797,1673)  (8810,1398)  (8856,1398)  (8902,1398)  (8764,1397)  (8797,1719)  (8846,1745)  (8901,1761)  (8800,1765)  | overflowToLeft=false
Central Britain  (2446,779)  (2492,778)  (2471,730)  (2434,823)  (2509,823)  (2555,808)  (2422,730)  (2398,777)  (2353,752)  (2378,838)  | overflowToLeft=true
